,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
1164,1,4,3,2,2,9,9,9,7,541,1,2,3,99,999,9,9,9,3,4,2,99,1,9,1101,121,7,999,999,4,68,True
1165,2,3,3,2,1,9,9,9,1,751,4,2,2,99,999,9,9,9,1,5,3,99,9,9,8300,121,12,999,999,4,41,True
1166,2,4,4,2,2,9,9,9,1,996,9,2,4,99,999,9,9,9,9,5,1,99,9,9,8300,121,4,999,999,4,33,False
1167,1,2,4,2,2,9,9,9,1,833,2,2,3,99,999,9,9,9,9,4,2,99,1,9,1101,121,2,999,999,4,42,False
1168,2,5,1,2,1,9,9,9,1,522,4,2,3,1,522,4,2,3,4,2,0,99,4,9,1101,121,7,999,999,4,29,False
1169,1,2,1,2,2,9,9,9,1,931,4,2,2,7,911,4,2,3,4,4,1,99,6,9,1000,121,11,999,999,2,56,True
1170,2,5,4,2,2,9,9,9,1,531,4,2,3,99,999,9,9,9,2,4,0,99,1,9,1101,121,5,999,999,4,25,False
1171,1,4,1,2,2,9,9,9,1,521,4,2,3,1,521,1,2,3,9,2,0,99,2,9,1101,121,2,999,999,4,56,True
1172,2,2,3,2,2,9,9,9,97,522,1,9,3,99,999,9,9,9,1,3,2,99,5,9,1000,121,7,999,999,4,30,True
1173,2,2,1,2,2,9,9,9,1,141,4,2,3,1,996,9,2,4,3,5,0,99,9,9,8300,121,7,999,999,4,61,True
1174,2,4,1,2,2,9,9,9,1,522,1,2,3,1,932,2,2,2,3,5,3,99,4,9,1101,121,1,999,999,4,31,True
1175,1,4,1,2,2,9,9,9,1,931,4,2,2,8,999,9,9,9,1,6,2,99,6,9,1000,121,2,999,999,4,38,True
1176,2,3,4,2,2,9,9,9,5,911,4,2,3,99,999,9,9,9,2,4,2,99,3,9,1000,121,10,999,999,4,36,True
1177,2,6,4,2,2,9,9,9,1,235,1,2,3,99,999,9,9,9,3,1,99,99,1,9,1101,121,8,999,999,4,33,True
1179,2,4,4,2,1,9,9,9,8,999,9,9,9,99,999,9,9,9,4,4,98,99,9,9,8300,121,2,999,999,4,32,False
1180,2,3,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,1,8,4,99,1,9,1101,121,14,999,999,4,24,False
1181,2,3,1,2,2,9,9,9,8,911,2,9,3,1,811,2,2,2,4,6,4,99,9,9,8300,121,2,999,999,4,41,True
1182,2,3,4,2,2,9,9,9,1,522,4,2,3,99,999,9,9,9,4,2,0,99,3,9,1101,121,3,999,999,4,83,True
1183,1,5,4,1,1,9,9,9,1,514,1,2,3,99,999,9,9,9,4,1,99,99,9,9,8300,121,1,999,999,4,30,True
1184,2,2,2,2,2,9,9,9,7,999,9,2,9,99,999,9,9,9,9,1,99,99,4,9,1101,121,2,999,999,4,83,True
1185,2,6,1,2,2,9,9,9,1,263,1,1,3,1,334,1,2,3,9,4,2,99,2,9,1101,121,2,999,999,4,42,True
1186,1,5,4,2,1,9,9,9,1,334,1,2,3,99,999,9,9,9,5,4,1,99,4,9,1101,121,6,999,999,4,50,True
1188,2,3,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,1,4,2,99,4,9,1101,121,2,999,999,4,28,False
1190,2,4,3,2,2,9,9,9,5,522,1,2,3,99,999,9,9,9,3,4,2,99,4,9,1000,121,1,999,999,4,67,True
1191,2,2,3,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,3,1,99,6,9,1101,121,2,999,999,4,62,False
1193,2,4,1,2,2,9,9,9,8,999,9,9,9,1,334,1,2,3,4,3,0,99,3,9,1101,121,2,999,999,4,45,True
1194,2,3,1,2,2,9,9,9,1,514,1,2,3,1,732,2,2,2,3,4,2,99,6,9,1000,121,4,999,999,2,36,True
1196,2,3,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,1,3,1,99,2,9,1101,121,5,999,999,4,25,False
1197,1,2,1,2,2,9,9,9,5,931,2,2,2,1,911,2,2,3,1,2,0,99,9,9,8300,121,2,999,999,4,25,False
1198,2,4,4,2,1,9,9,9,1,818,2,2,2,99,999,9,9,9,9,6,1,99,1,9,1000,121,2,999,999,4,36,True
1199,2,4,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,1,1,99,99,5,9,1101,121,2,999,999,4,41,True
1200,2,2,1,2,2,9,9,9,8,999,9,9,9,1,721,2,2,2,9,4,2,99,4,9,1101,121,2,999,999,4,56,True
1201,1,4,1,2,2,9,9,9,1,931,2,2,2,8,999,9,9,9,9,6,3,99,6,9,1000,121,2,999,999,4,49,True
1202,2,4,1,2,2,9,9,9,8,999,9,9,9,1,713,2,2,2,2,6,4,99,2,9,1101,121,2,999,999,4,31,False
1203,2,3,7,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,1,4,1,99,6,9,1101,121,3,999,999,4,50,True
1204,1,4,1,2,2,9,9,9,1,723,4,2,2,1,999,9,2,9,3,3,1,99,1,9,1101,121,2,999,999,4,32,True
1205,2,5,1,2,2,9,9,9,6,512,1,9,3,1,541,1,1,3,4,4,2,99,1,9,1101,121,12,999,999,4,33,True
1206,1,3,4,2,2,9,9,9,1,142,1,2,3,99,999,9,9,9,1,3,0,99,1,9,1101,121,4,999,999,2,34,True
1207,1,3,1,2,2,9,9,9,1,996,9,1,4,8,999,9,9,9,2,5,1,99,1,9,1101,121,4,999,999,2,49,True
1209,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,1,99,2,9,1101,121,4,999,999,4,24,False
1210,2,2,2,2,2,9,9,9,7,999,4,2,9,99,999,9,9,9,1,7,2,99,9,9,8300,121,2,999,999,4,71,True
1211,2,4,4,2,2,9,9,9,1,941,2,2,3,99,999,9,9,9,9,5,0,99,2,9,1101,121,4,999,999,4,24,False
1212,2,5,1,2,2,9,9,9,8,999,9,9,9,1,721,2,2,2,9,6,3,99,9,9,8300,121,2,999,999,4,42,True
1213,1,4,1,2,2,9,9,9,5,931,4,2,2,8,999,9,9,9,3,4,2,99,1,9,1101,121,2,999,999,4,49,True
1214,2,4,3,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,4,0,99,2,9,1101,121,2,999,999,4,68,True
1215,2,4,1,2,2,9,9,9,1,334,1,2,3,1,334,1,2,3,9,4,0,99,3,9,1101,121,1,999,999,4,53,True
1216,1,5,4,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,9,4,1,99,3,9,1101,121,4,999,999,4,24,False
1217,1,7,1,1,2,9,9,9,1,265,4,2,3,8,999,9,9,9,9,5,3,99,1,9,1101,121,9,999,999,4,45,True
1218,1,4,4,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,9,3,0,99,3,9,1101,121,6,999,999,4,26,False
1219,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,5,2,0,99,1,9,1000,121,11,999,999,2,30,False
1220,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,2,4,0,99,2,9,1101,121,7,999,999,4,42,True
1221,1,2,1,2,2,9,9,9,7,832,2,2,3,8,999,9,9,9,9,4,0,99,1,9,1101,121,2,999,999,4,66,True
1222,1,3,4,2,2,9,9,9,1,818,2,2,2,99,999,9,9,9,3,1,99,99,9,9,8300,121,2,999,999,4,42,True
1224,1,3,1,2,2,9,9,9,1,723,4,2,2,1,911,4,2,3,1,10,7,99,1,9,9998,121,11,999,999,2,45,True
1225,1,4,3,2,2,9,9,9,1,522,4,2,3,99,999,9,9,9,5,2,0,99,9,9,8300,121,1,999,999,4,67,True
1226,1,5,1,2,2,9,9,9,1,412,1,1,3,1,235,1,1,3,4,3,1,99,9,9,8300,121,9,999,999,4,34,True
1227,2,3,1,2,2,9,9,9,8,999,9,9,9,1,962,4,2,3,1,4,1,99,3,9,1101,121,2,999,999,4,32,False
1231,2,6,3,1,2,9,9,9,1,216,4,2,3,99,999,9,9,9,9,2,1,99,1,9,1101,121,1,999,999,4,42,True
1232,2,4,3,2,2,9,9,9,5,222,1,2,3,99,999,9,9,9,2,6,4,99,6,9,1000,121,3,999,999,4,46,True
1233,2,3,1,2,2,9,9,9,1,522,1,2,3,1,818,2,2,2,5,3,1,99,4,9,1101,121,2,999,999,4,38,True
1234,1,7,1,2,2,9,9,9,7,334,1,2,3,7,999,9,2,9,2,2,0,99,1,9,1101,121,2,999,999,4,69,True
1235,2,3,1,2,2,9,9,9,1,911,2,2,3,1,818,2,2,2,3,6,0,99,1,9,1101,121,2,999,999,4,59,False
1236,2,3,1,2,1,9,9,9,8,753,2,9,2,1,713,2,1,2,3,3,1,99,1,9,1101,121,2,999,999,4,31,True
1237,2,2,4,2,2,9,9,9,10,512,1,9,3,99,999,9,9,9,1,5,2,99,3,9,1101,121,4,999,999,2,62,True
1238,1,1,1,1,2,9,9,9,7,816,2,2,2,8,999,9,9,9,1,4,1,99,6,9,1000,121,12,999,999,4,71,False
1239,2,2,1,2,2,9,9,9,8,999,9,9,9,1,931,2,2,2,3,6,1,99,2,9,1101,121,2,999,999,4,25,True
1240,1,5,1,2,2,9,9,9,1,522,4,2,3,1,996,9,2,4,5,2,0,99,9,9,8300,121,9,999,999,4,51,True
1241,1,4,4,2,2,9,9,9,1,541,1,1,3,99,999,9,9,9,9,1,99,99,9,9,8300,121,2,999,999,4,31,False
1242,2,5,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,1,3,1,99,2,9,1101,121,1,999,999,4,33,True
1243,1,3,4,2,2,9,9,9,7,722,4,2,2,99,999,9,9,9,3,2,0,99,1,9,9600,121,4,999,999,2,72,True
1245,1,3,1,2,2,9,9,9,1,514,4,2,3,10,999,9,9,9,2,2,0,99,2,9,1101,121,6,999,999,4,88,False
1246,1,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,3,4,2,99,2,9,1101,121,13,999,999,2,27,False
1247,1,2,2,2,2,9,9,9,7,622,2,2,1,99,999,9,9,9,3,4,1,99,1,9,1101,121,2,999,999,4,78,False
1248,1,3,1,2,2,9,9,9,1,931,4,2,2,8,999,9,9,9,3,5,3,99,3,9,1000,121,14,999,999,4,36,True
1249,2,4,1,2,2,9,9,9,1,753,2,2,2,1,753,2,2,2,3,3,1,99,5,9,1101,121,2,999,999,4,36,True
1250,1,1,2,2,2,9,9,9,7,931,2,2,2,99,999,9,9,9,1,3,1,99,1,9,1101,121,7,999,999,4,73,True
1251,1,1,2,2,2,9,9,9,1,931,2,1,2,99,999,9,9,9,1,1,99,99,5,9,1000,121,2,999,999,4,66,True
1252,1,4,4,2,2,9,9,9,1,31,2,1,3,99,999,9,9,9,5,4,1,99,2,9,1101,121,8,999,999,4,26,False
1253,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,5,1,99,3,9,1101,121,4,999,999,4,24,False
1254,1,4,4,2,8,9,9,9,1,343,1,2,3,99,999,9,9,9,9,4,0,99,3,9,1101,121,4,999,999,4,25,False
1256,1,3,1,2,1,9,9,9,5,911,4,2,3,1,226,1,1,3,9,4,1,99,6,9,9600,121,8,999,999,4,67,True
1257,2,5,7,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,4,5,3,99,8,9,1101,121,14,999,999,4,31,False
1258,2,3,1,2,1,9,9,9,5,532,4,2,3,1,541,1,1,3,4,3,1,99,5,9,1101,121,4,999,999,2,42,True
1259,1,2,1,2,2,9,9,9,7,522,4,2,3,8,999,9,9,9,9,3,0,99,1,9,1101,121,2,999,999,4,66,True
1260,2,1,2,2,2,9,9,9,8,911,2,9,3,99,999,9,9,9,1,2,0,99,2,9,1101,121,2,999,999,4,80,True
1261,1,6,3,1,2,9,9,9,1,261,4,2,3,99,999,9,9,9,4,1,99,99,9,9,8300,121,2,999,999,4,48,True
1262,1,3,1,2,2,9,9,9,1,912,2,2,3,8,999,9,9,9,3,3,1,99,1,9,1101,121,2,999,999,2,30,True
1263,2,2,1,2,2,9,9,9,1,933,2,2,9,1,622,2,2,1,3,4,1,99,2,9,1101,121,2,999,999,4,56,True
1264,1,2,1,2,2,9,9,9,5,996,9,2,4,8,999,9,9,9,4,7,2,99,1,9,1101,121,2,999,999,4,66,True
1265,1,2,3,2,2,9,9,9,1,522,4,2,3,99,999,9,9,9,9,1,99,99,1,9,1101,121,2,999,999,4,73,True
1266,1,97,7,7,7,9,9,9,7,335,1,2,3,99,999,9,9,9,9,97,97,99,7,9,9997,121,12,999,999,4,73,True
1267,1,4,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,9,3,1,99,1,9,1101,121,2,999,999,4,29,True
1269,2,3,4,2,2,9,9,9,8,911,2,9,3,99,999,9,9,9,1,2,0,99,2,9,1101,121,2,999,999,4,34,True
1270,1,2,4,2,2,9,9,9,1,721,2,2,2,99,999,9,9,9,2,1,99,99,1,9,9998,121,2,999,999,4,32,True
1271,1,2,1,2,2,9,9,9,1,931,2,2,2,8,999,9,9,9,1,5,2,99,9,9,8300,121,10,999,999,4,30,True
1273,1,4,4,1,2,9,9,9,1,996,9,1,4,99,999,9,9,9,9,3,0,99,1,9,1101,121,2,999,999,4,32,True
1274,2,3,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,3,0,99,6,9,1000,121,2,999,999,4,25,False
1276,1,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,3,0,99,1,9,1101,121,8,999,999,4,32,True
1278,2,6,2,2,2,9,9,9,7,222,1,2,3,99,999,9,9,9,4,5,2,99,1,9,1101,121,2,999,999,4,76,True
1279,1,4,1,1,2,9,9,9,1,932,2,2,2,1,235,1,1,3,5,4,2,99,3,9,1101,121,2,999,999,2,38,True
1280,1,4,1,1,2,9,9,9,1,541,1,1,3,8,999,9,9,9,9,2,0,99,1,9,1101,121,2,999,999,4,75,True
1281,2,5,1,2,2,9,9,9,1,431,1,1,3,1,997,7,1,7,9,2,0,99,2,9,1101,121,4,999,999,4,35,True
1282,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,9,2,0,99,2,9,1101,121,1,999,999,4,31,True
1283,1,4,4,2,2,9,9,9,1,962,4,2,3,99,999,9,9,9,9,4,1,99,3,9,1101,121,2,999,999,4,24,False
1284,1,3,4,2,2,9,9,9,1,541,1,2,3,99,999,9,9,9,9,4,1,99,1,9,1101,121,2,999,999,4,45,False
1285,1,3,1,2,2,9,9,9,97,931,2,9,2,8,999,9,9,9,1,4,2,99,1,9,1101,121,14,999,999,4,37,True
1286,2,4,4,2,1,9,9,9,97,522,1,9,3,99,999,9,9,9,4,4,2,99,2,9,1101,121,14,999,999,4,37,True
1288,1,7,1,2,2,9,9,9,1,235,1,1,3,8,999,9,9,9,4,2,0,99,4,9,1101,121,7,999,999,4,72,True
1289,2,4,1,2,2,9,9,9,1,334,1,2,3,1,832,2,2,3,4,4,1,99,3,9,1000,121,2,999,999,4,44,True
1291,1,3,4,2,2,9,9,9,1,931,2,2,2,99,999,9,9,9,9,7,2,99,9,9,8300,121,2,999,999,4,26,True
1292,1,5,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,4,4,98,99,1,9,1101,121,3,999,999,4,32,True
1294,1,3,4,2,2,9,9,9,10,999,9,9,9,99,999,9,9,9,9,5,0,99,2,9,1101,121,4,999,999,4,24,False
1295,2,3,1,2,2,9,9,9,8,999,9,9,9,5,931,2,2,2,1,5,3,99,6,9,1101,121,7,999,999,4,36,True
1296,2,3,1,2,2,9,9,9,8,999,9,9,9,1,833,4,2,3,4,7,97,99,3,9,9997,121,14,999,999,4,44,True
1297,1,3,1,2,2,9,9,9,1,931,4,2,2,1,911,2,2,3,5,2,0,99,1,9,1101,121,2,999,999,2,46,True
1298,2,4,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,3,5,1,99,3,9,1101,121,8,999,999,4,32,False
1301,1,4,4,2,2,9,9,9,1,996,4,2,4,99,999,9,9,9,5,5,1,99,1,9,1101,121,9,999,999,4,35,True
1302,2,4,4,2,2,9,9,9,1,334,1,2,3,99,999,9,9,9,3,1,99,99,2,9,1101,121,1,999,999,4,31,True
1305,2,2,1,2,2,9,9,9,1,522,4,2,3,1,998,8,2,8,3,7,3,99,9,9,8300,121,10,999,999,4,64,True
1306,1,4,1,2,2,9,9,9,1,832,4,2,3,8,999,9,9,9,9,2,0,99,3,9,1101,121,1,999,999,4,64,True
1307,2,4,4,2,2,9,9,9,1,334,1,2,3,99,999,9,9,9,3,2,0,99,3,9,1101,121,2,999,999,4,35,True
1309,2,4,4,2,2,9,9,9,1,962,2,2,3,99,999,9,9,9,1,5,2,99,2,9,1101,121,2,999,999,4,27,True
1310,2,4,4,2,2,9,9,9,1,911,4,2,3,99,999,9,9,9,3,4,0,99,2,9,1101,121,5,999,999,4,30,True
1313,2,4,3,2,2,9,9,9,1,334,1,2,3,99,999,9,9,9,9,3,0,99,3,9,1101,121,1,999,999,4,68,True
1314,1,3,1,2,2,9,9,9,1,931,4,2,2,10,999,9,9,9,3,3,1,99,5,9,1000,121,7,999,999,4,32,True
1315,1,1,1,2,2,9,9,9,7,931,2,1,2,8,999,9,9,9,2,2,0,99,3,9,1000,121,1,999,999,4,67,True
1316,2,5,4,2,2,9,9,9,6,911,2,9,3,99,999,9,9,9,1,3,97,99,1,9,1101,121,14,999,999,4,28,True
1317,1,5,4,2,2,9,9,9,1,251,1,1,3,99,999,9,9,9,5,1,0,99,9,9,8300,121,1,999,999,4,31,True
1318,1,2,1,2,2,9,9,9,1,931,4,2,2,1,911,2,2,3,2,2,0,99,1,9,1101,121,13,999,999,2,56,False
1319,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,97,0,99,8,9,1101,121,2,999,999,2,25,False
1321,2,6,1,2,2,9,9,9,1,235,1,1,3,1,334,1,1,3,4,4,2,99,2,9,1101,121,2,999,999,4,48,True
1322,2,3,1,2,2,9,9,9,8,334,1,9,3,7,997,7,2,7,9,4,0,99,6,9,1101,121,9,999,999,4,66,True
1323,2,3,1,2,2,9,9,9,8,999,9,9,9,1,741,2,2,3,2,7,2,99,4,9,1101,121,8,999,999,4,33,True
1324,1,4,3,2,2,9,9,9,7,961,2,2,3,99,999,9,9,9,9,3,0,99,6,9,1101,121,2,999,999,4,87,True
1325,2,4,3,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,1,4,3,99,3,9,1101,121,4,999,999,2,42,True
1326,1,6,1,2,2,9,9,9,1,522,1,2,3,1,522,1,2,3,4,4,2,99,9,9,8300,121,2,999,999,4,46,True
1328,2,2,4,2,2,9,9,9,1,531,1,2,3,99,999,9,9,9,3,4,97,99,1,9,1101,121,2,999,999,2,32,True
1329,2,4,1,2,2,9,9,9,1,512,4,2,3,1,931,4,2,2,4,4,2,99,2,9,1101,121,7,999,999,4,34,True
1331,1,1,1,2,2,9,9,9,7,931,4,2,2,8,999,9,9,9,9,3,0,99,3,9,1101,121,2,999,999,4,80,True
1332,2,4,3,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,9,2,1,99,3,9,1101,121,2,999,999,4,50,True
1334,2,4,4,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,1,1,99,99,5,9,1000,121,4,999,999,2,30,True
1335,1,3,4,2,2,9,9,9,1,524,1,2,3,99,999,9,9,9,1,5,2,99,2,9,2000,121,2,999,999,4,24,True
1336,2,5,1,2,2,9,9,9,1,233,1,2,3,1,521,1,2,3,5,4,2,99,9,9,8300,121,1,999,999,4,54,True
1338,2,2,2,2,2,9,9,9,7,911,2,2,3,99,999,9,9,9,2,1,99,99,1,9,1101,121,4,999,999,2,79,False
1339,2,2,3,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,1,2,1,99,1,9,1101,121,2,999,999,4,54,True
1340,2,2,1,2,2,9,9,9,8,999,9,9,9,1,216,4,2,3,9,5,3,99,4,9,1101,121,2,999,999,4,56,True
1341,1,5,4,2,2,9,9,9,1,334,1,1,3,99,999,9,9,9,5,3,0,99,1,9,1101,121,10,999,999,4,29,True
1342,1,4,4,2,2,9,9,9,1,522,1,2,3,99,999,9,9,9,9,1,0,99,1,9,1101,121,1,999,999,4,43,True
1343,1,5,1,2,2,9,9,9,1,931,4,2,2,8,999,9,9,9,1,4,2,99,1,9,1101,121,4,999,999,2,34,True
1344,1,3,1,2,2,9,9,9,1,515,1,2,3,8,999,9,9,9,3,5,2,99,2,9,9998,121,1,999,999,4,47,True
1345,1,7,4,2,2,9,9,9,1,214,1,2,3,99,999,9,9,9,9,1,99,99,2,9,1101,121,1,999,999,4,43,False
1347,1,5,4,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,3,1,99,99,6,9,1101,121,8,999,999,4,34,True
1348,1,5,2,2,2,9,9,9,1,334,1,1,3,99,999,9,9,9,3,5,2,99,9,9,8300,121,3,999,999,4,52,True
1349,1,4,1,2,2,9,9,9,1,132,4,2,3,1,532,1,2,3,9,6,2,99,5,9,1000,121,2,999,999,4,48,True
1351,1,4,1,2,2,9,9,9,1,931,4,2,2,1,911,2,2,3,4,7,5,99,1,9,1101,121,2,999,999,4,48,True
1352,2,6,1,2,2,9,9,9,5,334,1,2,3,1,931,2,2,2,3,4,2,99,2,9,1101,121,2,999,999,4,28,True
1353,1,8,1,1,1,9,9,9,1,422,4,2,3,1,264,1,1,3,5,3,18,99,2,9,1101,121,1,999,999,4,54,True
1354,1,2,1,2,2,9,9,9,7,265,4,2,3,7,222,1,1,3,4,2,0,99,1,9,1101,121,10,999,999,4,80,True
1355,2,2,4,2,2,9,9,9,1,532,1,1,3,99,999,9,9,9,4,3,0,99,1,9,1101,121,10,999,999,4,62,True
1356,2,3,1,2,2,9,9,9,8,999,9,9,9,1,996,9,1,4,3,4,2,99,2,9,1101,121,9,999,999,4,47,True
1358,1,2,1,2,2,9,9,9,1,832,2,2,3,10,999,9,9,9,5,5,3,99,1,9,1101,121,5,999,999,4,46,True
1359,1,2,1,2,2,9,9,9,7,818,2,2,2,10,999,9,9,9,9,4,0,99,2,9,1101,121,2,999,999,4,76,True
1360,2,2,1,2,2,9,9,9,8,522,1,9,3,1,832,2,2,3,9,2,0,99,1,9,1101,121,2,999,999,4,75,True
1361,2,4,4,2,2,9,9,9,7,216,4,2,3,99,999,9,9,9,3,2,0,99,2,9,1101,121,10,999,999,4,65,True
1362,1,5,4,2,2,9,9,9,1,741,4,2,3,99,999,9,9,9,4,1,99,99,1,9,1101,121,2,999,999,4,44,True
1365,2,6,1,2,2,9,9,9,1,996,4,2,4,1,833,4,2,3,5,2,0,99,1,9,1101,121,2,999,999,2,72,True
1366,1,2,1,2,2,9,9,9,1,723,4,2,2,6,999,9,9,9,3,8,4,99,1,9,1101,121,2,999,999,2,47,False
1367,2,7,4,2,2,9,9,9,1,222,1,1,3,99,999,9,9,9,1,4,3,99,1,9,1101,121,6,999,999,4,39,True
1368,1,2,1,1,1,9,9,9,1,911,2,2,3,8,999,9,9,9,9,10,4,99,1,9,1101,121,1,999,999,4,70,True
1369,1,4,4,2,2,9,9,9,1,713,4,2,2,99,999,9,9,9,5,3,1,99,2,9,1101,121,2,999,999,4,34,True
1370,1,4,4,2,2,9,9,9,1,741,4,2,3,99,999,9,9,9,5,7,3,99,9,9,8300,121,12,999,999,4,38,True
1372,2,2,2,2,2,9,9,9,7,753,2,2,2,99,999,9,9,9,1,3,0,99,4,9,1101,121,1,999,999,4,86,True
1373,1,3,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,3,3,1,99,1,9,1101,121,2,999,999,4,24,False
1374,2,5,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,5,4,0,99,4,9,1101,121,2,999,999,4,25,True
1375,1,3,4,2,2,9,9,9,1,541,4,2,3,99,999,9,9,9,4,5,2,99,6,9,1101,121,12,999,999,4,29,False
1376,2,6,1,2,2,9,9,9,1,265,4,2,3,1,996,9,2,4,9,3,1,99,3,9,1101,121,1,999,999,4,44,True
1378,2,4,1,2,2,9,9,9,7,412,1,2,3,7,334,1,2,3,4,2,0,99,3,9,1101,121,2,999,999,4,72,True
1379,2,2,1,2,2,9,9,9,8,999,9,9,9,1,723,2,2,2,9,2,0,99,1,9,1101,121,2,999,999,4,53,True
1380,1,4,4,2,2,9,9,9,6,422,1,9,3,99,999,9,9,9,9,3,0,99,9,9,8300,121,2,999,999,4,33,True
1381,1,4,4,2,2,9,9,9,5,753,2,2,2,99,999,9,9,9,2,1,99,99,9,9,8300,121,2,999,999,4,27,True
1382,2,7,1,2,2,9,9,9,8,232,1,9,3,7,232,1,1,3,9,3,1,99,1,9,1101,121,2,999,999,4,69,True
1383,2,5,1,2,2,9,9,9,6,999,9,9,9,1,334,1,2,3,5,4,2,99,5,9,1101,121,2,999,999,4,51,True
1384,2,5,4,1,2,9,9,9,1,335,1,1,3,99,999,9,9,9,9,5,2,99,9,9,8300,121,3,999,999,4,35,True
1385,1,2,1,2,2,9,9,9,1,931,2,2,2,1,521,1,2,3,1,3,1,99,9,9,8300,121,2,999,999,4,34,True
1386,2,2,1,2,2,9,9,9,8,999,9,9,9,1,931,4,2,2,1,5,2,99,2,9,1101,121,2,999,999,4,46,True
1387,2,4,1,2,1,9,9,9,1,911,2,2,3,1,833,2,2,3,5,6,3,99,3,9,1101,121,2,999,999,2,46,True
1388,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,4,0,99,6,9,1101,121,14,999,999,4,51,True
1389,1,3,4,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,4,6,3,99,4,9,1101,121,3,999,999,4,24,False
1390,1,7,1,2,2,9,9,9,7,315,1,2,3,7,334,1,2,3,5,3,0,99,2,9,1101,121,11,999,999,2,79,True
1391,1,3,1,2,2,9,9,9,1,521,4,2,3,1,911,4,2,3,9,3,1,99,3,9,1101,121,2,999,999,4,35,False
1392,1,2,4,2,2,9,9,9,1,931,4,2,2,99,999,9,9,9,2,1,99,99,2,9,1101,121,4,999,999,2,63,True
1393,2,1,4,2,2,9,9,9,7,999,9,2,9,99,999,9,9,9,2,8,1,99,6,9,1000,121,5,999,999,4,55,True
1396,2,4,1,1,2,9,9,9,1,833,2,2,3,8,999,9,9,9,5,2,0,99,3,9,1101,121,2,999,999,4,47,True
1397,2,4,1,2,2,9,9,9,8,999,9,9,9,1,832,4,2,3,5,5,3,99,6,9,1101,121,5,999,999,4,57,True
1398,2,7,3,2,2,9,9,9,1,216,4,2,3,99,999,9,9,9,9,6,2,99,1,9,1101,121,2,999,999,4,42,True
1399,2,5,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,9,6,3,99,6,9,1000,121,7,999,999,4,26,False
1400,1,4,1,2,2,9,9,9,7,751,2,2,2,8,999,9,9,9,4,2,0,99,3,9,1101,121,1,999,999,4,76,True
1401,1,4,4,2,2,9,9,9,10,832,2,9,3,99,999,9,9,9,3,6,2,99,6,9,1101,121,1,999,999,4,32,False
1402,2,2,4,2,2,9,9,9,1,911,4,2,3,99,999,9,9,9,9,1,99,99,4,9,1101,121,2,999,999,4,51,False
1403,1,3,1,1,2,9,9,9,1,832,2,2,3,8,999,9,9,9,5,4,1,99,2,9,9997,121,2,999,999,4,62,True
1404,1,1,1,2,2,9,9,9,10,931,2,9,2,8,999,9,9,9,2,4,1,99,6,9,1000,121,2,999,999,4,55,False
1405,2,3,4,2,2,9,9,9,1,911,2,2,3,99,999,9,9,9,5,5,2,99,2,9,1101,121,11,999,999,2,31,True
7358,1,3,4,2,2,2,2,2,1,999,9,5,2,1,999,9,5,2,3,2,99,0,2,2,1298,999,1,2,999,9,27,True
7359,1,3,4,2,2,2,2,2,1,999,9,1,3,1,999,9,1,3,3,2,99,0,1,2,1298,999,1,3,999,9,26,False
